Date,Country,new_cases,new_cases_per_cap,new_cases_mean,mean_cases_per_cap,rate
2020-04-04,Austria,257,2.853526381240007,501.42857142857144,7.111609522117605,-35.67894447498625
2020-04-05,Austria,270,2.9978681826256883,466.14285714285717,6.7166522853589825,-37.32232039953899
2020-04-06,Austria,246,2.7313910108367385,382.7142857142857,6.204318199121894,-47.9199066874028
2020-04-07,Austria,342,3.7972996979925386,351.2857142857143,5.833946653808086,-49.78558301000613
2020-04-08,Austria,303,3.3642742938354946,318.7142857142857,5.832360480166485,-56.45129806753855
2020-04-09,Austria,302,3.3531710783442885,302.14285714285717,5.02420500977083,-49.88151658767772
2020-04-10,Austria,311,3.453100017765145,290.14285714285717,4.677626069081034,-47.47866563227308
2020-04-11,Austria,251,2.78690708829277,289.2857142857143,4.389735553130472,-42.307692307692314
2020-04-12,Austria,139,1.5433469532776691,270.57142857142856,4.089948734867904,-41.95525589947901
2020-04-13,Austria,96,1.0659086871558003,249.14285714285714,3.5078230084003756,-34.90108249346771
2020-04-14,Austria,185,2.054094865873157,226.71428571428572,3.2088292769586073,-35.461569743798286
2020-04-15,Austria,110,1.2213537040326878,199.14285714285714,2.8749397254016196,-37.51680860600628
2020-04-16,Austria,140,1.5544501687688754,176,2.6544615892190953,-41.749408983451545
2020-04-17,Austria,119,1.321282643453544,148.57142857142858,2.435569626678172,-48.793697685869034
2020-04-18,Austria,76,0.8438443773316753,123.57142857142857,2.2920209121132906,-57.283950617283956
2020-04-19,Austria,78,0.8660508083140878,114.85714285714286,2.139748242519605,-57.55015839493136
2020-04-20,Austria,46,0.5107479125954877,107.71428571428571,1.9811308783595156,-56.76605504587157
2020-04-21,Austria,78,0.8660508083140878,92.42857142857143,1.7717559576681978,-59.23125393824826
2020-04-22,Austria,52,0.5773672055427251,84.14285714285714,1.5726911656472857,-57.74748923959828
2020-04-23,Austria,77,0.8549475928228815,75.14285714285714,1.3942466309671853,-57.30519480519481
2020-04-24,Austria,69,0.7661218688932315,68,1.202319620333477,-54.23076923076923
2020-04-25,Austria,77,0.8549475928228815,68.14285714285714,1.0643225135141994,-44.85549132947977
2020-04-26,Austria,77,0.8549475928228815,68,1.0151511306245717,-40.79601990049751
2020-04-27,Austria,49,0.5440575590691065,68.42857142857143,0.9778760500469507,-36.47214854111405
2020-04-28,Austria,83,0.921566885770119,69.14285714285714,0.8969811943253052,-25.193199381761985
2020-04-29,Austria,45,0.4996446971042814,68.14285714285714,0.8454305509732761,-19.01528013582343
2020-04-30,Austria,50,0.5551607745603127,64.28571428571429,0.7740527371012359,-14.448669201520898
2020-05-01,Austria,79,0.8771540238052941,65.71428571428571,0.742329264269218,-3.361344537815135
2020-05-02,Austria,27,0.29978681826256887,58.57142857142857,0.7034680100499962,-14.046121593291401
2020-05-03,Austria,39,0.4330254041570439,53.142857142857146,0.6725376240387788,-21.848739495798313
2020-05-04,Austria,24,0.2664771717889501,49.57142857142857,0.6550897139811689,-27.557411273486437
2020-05-05,Austria,29,0.32199324924498135,41.857142857142854,0.6162284597619471,-39.46280991735537
2020-05-06,Austria,34,0.3775093267010126,40.285714285714285,0.6019528969875391,-40.880503144654085
2020-05-07,Austria,68,0.7550186534020252,42.857142857142854,0.594815115600335,-33.33333333333334
2020-05-08,Austria,22,0.24427074080653757,34.714285714285715,0.557540035022714,-47.17391304347825
2020-05-09,Austria,59,0.655089713981169,39.285714285714285,0.5432644722483059,-32.92682926829268
2020-05-10,Austria,38,0.42192218866583764,39.142857142857146,0.5123340862370885,-26.344086021505376
2020-05-11,Austria,11,0.12213537040326879,37.285714285714285,0.4821967870466715,-24.78386167146974
2020-05-12,Austria,79,0.8771540238052941,44.42857142857143,0.4790244397634698,6.143344709897624
2020-05-13,Austria,36,0.3997157576834251,44.714285714285715,0.4718866583762657,10.992907801418445
2020-05-14,Austria,61,0.6772961449635815,43.714285714285715,0.48061061340507066,2.0000000000000098
2020-05-15,Austria,51,0.566263990051519,47.857142857142854,0.4584041824226581,37.860082304526735
2020-05-16,Austria,92,1.0214958251909754,52.57142857142857,0.5099548257746872,33.81818181818181
2020-05-17,Austria,41,0.45523183513945636,53,0.5115409994162881,35.40145985401458
2020-05-18,Austria,27,0.29978681826256887,55.285714285714285,0.5139202598786894,48.275862068965516
2020-05-19,Austria,52,0.5773672055427251,51.42857142857143,0.5321612567570997,15.755627009646302
2020-05-20,Austria,32,0.35530289571860013,50.857142857142854,0.5305750831154988,13.738019169329064
2020-05-21,Austria,51,0.566263990051519,49.42857142857143,0.5170926071618912,13.071895424836605
2020-05-22,Austria,32,0.35530289571860013,46.714285714285715,0.5250234753698957,-2.388059701492529
2020-05-23,Austria,50,0.5551607745603127,40.714285714285715,0.5178856939826917,-22.55434782608695
2020-05-24,Austria,17,0.1887546633505063,37.285714285714285,0.5012308707458822,-29.649595687331537
2020-05-25,Austria,36,0.3997157576834251,38.57142857142857,0.5210580412658935,-30.232558139534888
2020-05-26,Austria,18,0.19985787884171255,33.714285714285715,0.4726797451970662,-34.44444444444444
2020-05-27,Austria,34,0.3775093267010126,34,0.47109357155546533,-33.14606741573033
2020-05-28,Austria,37,0.4108189731746314,32,0.4520594878562546,-35.26011560693642
2020-05-29,Austria,27,0.29978681826256887,31.285714285714285,0.4330254041570439,-33.02752293577982
2020-05-30,Austria,30,0.3330964647361876,28.428571428571427,0.38385402126741613,-30.175438596491237
2020-05-31,Austria,46,0.5107479125954877,32.57142857142857,0.3878194553714184,-12.643678160919544
2020-06-01,Austria,2,0.022206430982412508,27.714285714285715,0.36799228485140717,-28.148148148148138
2020-06-02,Austria,26,0.28868360277136257,28.857142857142858,0.3473720275105956,-14.40677966101695
2020-06-03,Austria,12,0.13323858589447504,25.714285714285715,0.3315102910945867,-24.36974789915966
2020-06-04,Austria,34,0.3775093267010126,25.285714285714285,0.31802781514097905,-20.98214285714286
2020-06-05,Austria,38,0.42192218866583764,26.857142857142858,0.3227863360657818,-14.155251141552508
2020-06-06,Austria,55,0.6106768520163439,30.428571428571427,0.326751770169784,7.035175879396985
2020-06-07,Austria,4,0.044412861964825016,24.428571428571427,0.3164416414993782,-25
2020-06-08,Austria,66,0.7328122224196127,33.57142857142857,0.3402342461233916,21.13402061855669
2020-06-09,Austria,11,0.12213537040326879,31.428571428571427,0.33468263837778844,8.910891089108903
2020-06-10,Austria,26,0.28868360277136257,33.42857142857143,0.32833794381138487,30.000000000000004
2020-06-11,Austria,29,0.32199324924498135,32.714285714285715,0.32199324924498135,29.37853107344634
2020-06-12,Austria,30,0.3330964647361876,31.571428571428573,0.3243725097073827,17.553191489361705
2020-06-13,Austria,14,0.15544501687688755,25.714285714285715,0.31168312057457553,-15.492957746478865
2020-06-14,Austria,31,0.34419968022739383,29.571428571428573,0.2997868182625688,21.05263157894738
2020-06-15,Austria,26,0.28868360277136257,23.857142857142858,0.31882090196177953,-28.93617021276595
2020-06-16,Austria,54,0.5995736365251377,30,0.3410273329441921,-4.545454545454541
2020-06-17,Austria,14,0.15544501687688755,28.285714285714285,0.3426135065857929,-15.384615384615392
2020-06-18,Austria,20,0.22206430982412506,27,0.3315102910945867,-17.46724890829695
2020-06-19,Austria,48,0.5329543435779002,29.571428571428573,0.3394411593025911,-6.334841628959276
2020-06-20,Austria,52,0.5773672055427251,35,0.3370618988401898,36.11111111111111
2020-06-21,Austria,18,0.19985787884171255,33.142857142857146,0.3481651143313961,12.077294685990342
2020-06-22,Austria,39,0.4330254041570439,35,0.326751770169784,46.706586826347305
2020-06-23,Austria,28,0.3108900337537751,31.285714285714285,0.3402342461233916,4.285714285714282
2020-06-24,Austria,41,0.45523183513945636,35.142857142857146,0.35213054843539826,24.242424242424256
2020-06-25,Austria,28,0.3108900337537751,36.285714285714285,0.35133746161459783,34.391534391534385
2020-06-26,Austria,45,0.4996446971042814,35.857142857142854,0.3632337639266045,21.25603864734298
2020-06-27,Austria,58,0.6439864984899627,36.714285714285715,0.3981295840418242,4.897959183673472
2020-06-28,Austria,74,0.8216379463492628,44.714285714285715,0.4322323173362434,34.91379310344826
2020-06-29,Austria,69,0.7661218688932315,49,0.4663350506306626,40
2020-06-30,Austria,43,0.4774382661218689,51.142857142857146,0.4576110956018577,63.470319634703216
2020-07-01,Austria,107,1.1880440575590692,60.57142857142857,0.5313681699362992,72.35772357723575
2020-07-02,Austria,68,0.7550186534020252,66.28571428571429,0.5694363373347208,82.67716535433074
2020-07-03,Austria,109,1.2102504885414815,75.42857142857143,0.617814633403548,110.35856573705182
2020-07-04,Austria,115,1.276869781488719,83.57142857142857,0.6677791031139761,127.62645914396886
2020-07-05,Austria,115,1.276869781488719,89.42857142857143,0.7447085247316194,100
2020-07-06,Austria,85,0.9437733167525315,91.71428571428571,0.78119051848844,87.17201166180756
2020-07-07,Austria,56,0.6217800675075502,93.57142857142857,0.8033969494708525,82.96089385474859
2020-07-08,Austria,92,1.0214958251909754,91.42857142857143,0.8438443773316752,50.9433962264151
2020-07-09,Austria,102,1.132527980103038,96.28571428571429,0.9025328020709082,45.25862068965517
2020-07-10,Austria,94,1.0437022561733877,94.14285714285714,0.9413940562901303,24.81060606060605
2020-07-11,Austria,74,0.8216379463492628,88.28571428571429,0.9540834454229373,5.641025641025651
2020-07-12,Austria,114,1.2657665659975128,88.14285714285714,0.9858069182549551,-1.4376996805111888
2020-07-13,Austria,51,0.566263990051519,83.28571428571429,0.9715313554805471,-9.190031152647963
2020-07-14,Austria,73,0.8105347308580565,85.71428571428571,0.9953239601045605,-8.3969465648855
2020-07-15,Austria,133,1.4767276603304318,91.57142857142857,1.0159442174453721,0.15624999999999556
2020-07-16,Austria,116,1.2879729969799254,93.57142857142857,1.0540123848437937,-2.818991097922857
2020-07-17,Austria,169,1.8764434180138567,104.28571428571429,1.1015975940918203,10.773899848254944
2020-07-18,Austria,134,1.4878308758216379,112.85714285714286,1.116666243687029,27.83171521035598
2020-07-19,Austria,82,0.9104636702789127,108.28571428571429,1.090494378600614,22.852512155591587
2020-07-20,Austria,88,0.9770829632261503,113.57142857142857,1.0928736390630154,36.363636363636346
2020-07-21,Austria,84,0.9326701012613253,115.14285714285714,1.115080070045428,34.333333333333336
2020-07-22,Austria,102,1.132527980103038,110.71428571428571,1.1230109382534326,20.904836193447732
2020-07-23,Austria,170,1.887546633505063,118.42857142857143,1.1769408420678629,26.564885496183212
2020-07-24,Austria,115,1.276869781488719,110.71428571428571,1.1935956653046722,6.164383561643824
2020-07-25,Austria,124,1.3767987209095753,109.28571428571429,1.2332500063446947,-3.1645569620253147
2020-07-26,Austria,134,1.4878308758216379,116.71428571428571,1.2491117427607035,7.783641160949856
2020-07-27,Austria,86,0.9548765322437378,116.42857142857143,1.276869781488719,2.515723270440255
2020-07-28,Austria,119,1.321282643453544,121.42857142857143,1.3133517752455397,5.459057071960303
2020-07-29,Austria,173,1.920856279978682,131.57142857142858,1.3450752480775576,18.838709677419374
2020-07-30,Austria,105,1.1658376265766566,122.28571428571429,1.3363512930487524,3.25693606755127
2020-07-31,Austria,175,1.9430627109610943,130.85714285714286,1.341109813973555,18.193548387096786
2020-08-01,Austria,82,0.9104636702789127,124.85714285714286,1.299869299291932,14.248366013071893
2020-08-02,Austria,92,1.0214958251909754,118.85714285714286,1.3078001674999364,1.8359853121175118
2020-08-03,Austria,81,0.8993604547877065,118.14285714285714,1.3022485597543334,1.4723926380368046
2020-08-04,Austria,96,1.0659086871558003,114.85714285714286,1.3117656016039387,-5.411764705882351
2020-08-05,Austria,85,0.9437733167525315,102.28571428571429,1.298283125650331,-22.258414766558094
2020-08-06,Austria,130,1.443418013856813,105.85714285714286,1.2665596528183134,-13.434579439252339
2020-08-07,Austria,141,1.5655533842600817,101,1.287179910159125,-22.816593886462886
2020-08-08,Austria,82,0.9104636702789127,101,1.2538702636855061,-19.10755148741419
2020-08-09,Austria,114,1.2657665659975128,104.14285714285714,1.2380085272694974,-12.379807692307699
2020-08-10,Austria,73,0.8105347308580565,103,1.2276983985990915,-12.817412333736392
2020-08-11,Austria,139,1.5433469532776691,109.14285714285714,1.2435601350151002,-4.975124378109459
2020-08-12,Austria,194,2.1540238052940133,124.71428571428571,1.2602149582519098,21.927374301675965
2020-08-13,Austria,155,1.7209984011369692,128.28571428571428,1.299869299291932,21.18758434547907
2020-08-14,Austria,282,3.1311067685201635,148.42857142857142,1.38472958911758,46.95898161244694
2020-08-15,Austria,303,3.3642742938354946,180,1.5600017765144787,78.21782178217822
2020-08-16,Austria,191,2.1207141588203946,191,1.638517371773723,83.40192043895749
2020-08-17,Austria,164,1.8209273405578255,204,1.70434357790016,98.05825242718447
2020-08-18,Austria,295,3.2754485699058447,226.28571428571428,1.8621678552394487,107.32984293193716
2020-08-19,Austria,255,2.8313199502575945,235,1.9969926147755248,88.4306987399771
2020-08-20,Austria,347,3.85281577544857,262.42857142857144,2.1690924548892214,104.56570155902007
2020-08-21,Austria,331,3.67516432758927,269.42857142857144,2.3197789508413065,81.5206929740135
2020-08-22,Austria,300,3.330964647361876,269,2.492671877775804,49.44444444444444
2020-08-23,Austria,191,2.1207141588203946,269,2.553739562977438,40.83769633507853
2020-08-24,Austria,242,2.6869781488719133,280.14285714285717,2.687771235692714,37.32492997198881
2020-08-25,Austria,211,2.3427784686445197,268.14285714285717,2.744873486790346,18.49747474747476
2020-08-26,Austria,327,3.630751465624445,278.42857142857144,2.850354033956805,18.480243161094233
2020-08-27,Austria,328,3.641854681115651,275.7142857142857,2.9875580539552824,5.062602068590089
2020-08-28,Austria,229,2.542636347486232,261.14285714285717,2.945524452452859,-3.075291622481439
2020-08-29,Austria,395,4.38577011902647,274.7142857142857,3.0184884399665,2.1242697822623504
2020-08-30,Austria,181,2.009682003908332,273.2857142857143,3.0105575717584956,1.5932023366967574
2020-08-31,Austria,272,3.020074613608101,277.57142857142856,3.096210948404944,-0.9178990311065927
2020-09-01,Austria,204,2.265055960206076,276.57142857142856,3.024040047712103,3.1433137986147957
2020-09-02,Austria,327,3.630751465624445,276.57142857142856,3.081142298809735,-0.6670087224217663
2020-09-03,Austria,403,4.47459584295612,287.2857142857143,3.12555516077456,4.196891191709838
2020-09-04,Austria,357,3.9638479303606324,305.57142857142856,3.146175418115372,17.01312910284462
2020-09-05,Austria,358,3.9749511458518385,300.2857142857143,3.192174453721798,9.30837233489339
2020-09-06,Austria,184,2.0429916503819507,300.7142857142857,3.1866228459761947,10.036591740721386
2020-09-07,Austria,290,3.2199324924498134,303.2857142857143,3.224691013374616,9.264024704065882
2020-09-08,Austria,520,5.773672055427252,348.42857142857144,3.4697548410019543,25.9814049586777
2020-09-09,Austria,502,5.57381417658554,373.42857142857144,3.6085450346420322,35.02066115702481
2020-09-10,Austria,664,7.372535086160952,410.7142857142857,3.8750222064309825,42.96369965191448
2020-09-11,Austria,580,6.439864984899627,442.57142857142856,4.153395680531939,44.834034595605424
2020-09-12,Austria,869,9.648694261858234,515.5714285714286,4.5293188335913515,71.69362511893435
2020-09-13,Austria,463,5.140788772428495,555.4285714285714,4.752969317057077,84.70308788598575
2020-09-14,Austria,382,4.241428317640789,568.5714285714286,4.840208867345126,87.47056052755535
2020-09-15,Austria,764,8.482856635281578,603.4285714285714,5.284337486993375,73.18573185731857
2020-09-16,Austria,768,8.527269497246403,641.4285714285714,5.634088774966373,71.76740627390971
2020-09-17,Austria,780,8.660508083140877,658,5.933082506408142,60.20869565217391
2020-09-18,Austria,808,8.971398116894653,690.5714285714286,6.290764662589143,56.03615235635894
2020-09-19,Austria,813,9.026914194350685,682.5714285714286,6.651619166053346,32.39124411194237
2020-09-20,Austria,621,6.895096820039083,705.1428571428571,6.998198106743141,26.954732510288057
2020-09-21,Austria,563,6.25111032154912,731,7.214710808821663,28.567839195979904
2020-09-22,Austria,645,7.161573991828034,714,7.313846661421719,18.323863636363633
2020-09-23,Austria,681,7.561289749511459,701.5714285714286,7.455809202345,9.376391982182623
2020-09-24,Austria,832,9.237875288683602,709,7.5890477882394745,7.750759878419453
2020-09-25,Austria,684,7.594599395985077,691.2857142857143,7.671528817602721,0.10343400910220221
2020-09-26,Austria,714,7.927695860721265,677.1428571428571,7.548600360378651,-0.7953118459606554
2020-09-27,Austria,662,7.35032865517854,683,7.70642463771794,-3.1401944894651495
2020-09-28,Austria,556,6.1733878131106765,682,7.844421744537217,-6.703146374829001
2020-09-29,Austria,609,6.761858234144608,676.8571428571429,7.721493287313149,-5.202080832332928
2020-09-30,Austria,772,8.571682359211227,689.8571428571429,7.7246656345963505,-1.6697210344125364
2020-10-01,Austria,873,9.69310712382306,695.7142857142857,7.798422708930792,-1.8738666129357313
2020-10-02,Austria,688,7.6390122579499025,696.2857142857143,7.7032522904347385,0.723289935937177
2020-10-03,Austria,1058,11.747201989696215,745.4285714285714,7.897558561530848,10.084388185654015
2020-10-04,Austria,714,7.927695860721265,752.8571428571429,7.971315635865289,10.227985777034098
2020-10-05,Austria,750,8.32741161840469,780.5714285714286,8.119622871354974,14.45328864683703
2020-10-06,Austria,923,10.248267898383371,825.4285714285714,8.340101007537497,21.950189953566902
2020-10-07,Austria,1029,11.425208740451234,862.1428571428571,8.616095221176051,24.974114723545235
2020-10-08,Austria,1209,13.42378752886836,910.1428571428571,8.91508895261782,30.821355236139635
2020-10-09,Austria,1131,12.557736720554272,973.4285714285714,9.26959876151562,39.80303652031185
2020-10-10,Austria,1235,13.712471131639722,998.7142857142857,9.682796995152653,33.978535837485616
2020-10-11,Austria,896,9.948481080120803,1024.7142857142858,9.868379311219957,36.11005692599621
2020-10-12,Austria,979,10.870047965890922,1057.4285714285713,10.203855036418547,35.46852122986822
2020-10-13,Austria,1028,11.414105524960029,1072.4285714285713,10.536158414333935,29.923849082727575
2020-10-14,Austria,1346,14.944928051163616,1117.7142857142858,10.991390249473389,29.64374482187242
2020-10-15,Austria,1552,17.232190442352106,1166.7142857142858,11.529896200796895,28.19023701145818
2020-10-16,Austria,1163,12.913039616272872,1171.2857142857142,11.906612440677106,20.32579982389198
2020-10-17,Austria,1747,19.397317463137323,1244.4285714285713,12.453049260208614,24.60306107852953
2020-10-18,Austria,1672,18.564576301296857,1355.2857142857142,13.212826434535442,32.25986337655094
2020-10-19,Austria,1121,12.44670456564221,1375.5714285714287,13.507061645052406,30.086463118076214
2020-10-20,Austria,1524,16.92130040859833,1446.4285714285713,13.983706824353476,34.87411749034235
2020-10-21,Austria,1958,21.740095931781845,1533.857142857143,14.72048448087709,37.231595092024534
2020-10-22,Austria,2435,27.036329721087228,1660,15.692808923178438,42.27990694257376
2020-10-23,Austria,2571,28.54636702789128,1861.142857142857,16.83485394513108,58.89742651542872
2020-10-24,Austria,3614,40.1270207852194,2127.8571428571427,18.721607491815345,70.99070141200781
2020-10-25,Austria,2782,30.889145496535797,2286.4285714285716,20.217369235844988,68.70454305892275
2020-10-26,Austria,2456,27.26949724640256,2477.1428571428573,21.388758470167243,80.08100529650017
2020-10-27,Austria,2835,31.47761591756973,2664.4285714285716,22.821866355353652,84.20740740740743
2020-10-28,Austria,3394,37.68431337715403,2869.5714285714284,24.44610816435297,87.08205271491104
2020-10-29,Austria,4453,49.442618582341446,3157.8571428571427,26.746853031495068,90.23235800344233
2020-10-30,Austria,5627,62.477793569017585,3594.4285714285716,30.28719259954826,93.13018114829599
2020-10-31,Austria,5349,59.391099662462246,3842.285714285714,33.14389132807147,80.57066129573684
2020-11-01,Austria,4956,55.02753597441819,4152.857142857143,35.74838844758013,81.630740393627
2020-11-02,Austria,4135,45.91179605613786,4392.714285714285,38.138752125472685,77.32987312572085
2020-11-03,Austria,4182,46.433647184224554,4585.142857142857,40.24677689516027,72.08728754490373
2020-11-04,Austria,6901,76.62329010481436,5086.142857142857,44.16700505037687,77.24398864937521
2020-11-05,Austria,7416,82.34144608278558,5509.428571428572,48.1173705047839,74.46731508708439
2020-11-06,Austria,6464,71.77118493515722,5629,51.20485749816004,56.603473629823924
2020-11-07,Austria,8241,91.50159886303074,6042.142857142857,54.87447021800371,57.253866745984524
2020-11-08,Austria,5933,65.8753775093267,6181.714285714285,57.373486790345915,48.85448916408667
2020-11-09,Austria,5593,62.100284242316576,6390,59.86140014719691,45.46814530553841
2020-11-10,Austria,6120,67.95167880618227,6666.857142857143,62.46669035352638,45.40129611166502
2020-11-11,Austria,7514,83.42956120092379,6754.428571428572,65.73420805522423,32.800606690447445
2020-11-12,Austria,9262,102.83798187955232,7018.142857142857,69.54816257645356,27.384224446403557
2020-11-13,Austria,9586,106.43542369870315,7464.142857142857,72.68799330000255,32.601578560008114
2020-11-14,Austria,7063,78.42201101438977,7295.857142857143,74.04734411085451,20.7494975765457
2020-11-15,Austria,5665,62.899715757683424,7257.571428571428,74.60964266680203,17.40386393048623
2020-11-16,Austria,4657,51.70767454254752,7123.857142857143,75.02363398725984,11.484462329532757
2020-11-17,Austria,5984,66.44164149937822,7104.428571428572,76.45277643834227,6.563383903317045
2020-11-18,Austria,7091,78.73290104814355,7044,76.60346293429434,4.287134366870411
2020-11-19,Austria,6995,77.66699236098775,6720.142857142857,76.26957338273735,-4.246137561829544
2020-11-20,Austria,6668,74.03624089536329,6303.285714285715,76.43136309418064,-15.552450764607926
2020-11-21,Austria,6611,73.40335761236454,6238.714285714285,75.13863157627591,-14.48963208082866
2020-11-22,Austria,5226,58.02540415704388,6176,74.57791919397,-14.902663228549493
2020-11-23,Austria,3145,34.91961271984367,5960,72.63644265665052,-16.337457637315264
2020-11-24,Austria,4377,48.59877420500977,5730.428571428572,71.25409232799532,-19.340049466127766
2020-11-25,Austria,5802,64.42085627997868,5546.285714285715,69.89632769078496,-21.262269814228922
2020-11-26,Austria,5526,61.356368804405754,5336.428571428572,66.93335532827449,-20.590548670308873
2020-11-27,Austria,4954,55.00532954343578,5091.571428571428,63.25977717432683,-19.223534211182383
2020-11-28,Austria,4669,51.840913128442,4814.142857142857,61.361127325330564,-22.83437521467335
2020-11-29,Austria,4047,44.93471309291171,4645.714285714285,60.077912849275435,-24.777942264988905
2020-11-30,Austria,2748,30.511636169834784,4589,58.56391010836739,-23.003355704697988
2020-12-01,Austria,3033,33.67605258482857,4397,56.22351090018527,-23.269264328272634
2020-12-02,Austria,3972,44.10197193107124,4135.571428571428,53.74987310610867,-25.43529775396663
2020-12-03,Austria,3969,44.06866228459762,3913.1428571428573,51.34999238636652,-26.67112836300361
2020-12-04,Austria,3815,42.35876709895186,3750.4285714285716,49.087315686622844,-26.34045060464072
2020-12-05,Austria,3444,38.23947415171433,3575.4285714285716,46.575609725147835,-25.730733849669125
2020-12-06,Austria,2741,30.43391366139634,3388.8571428571427,44.604788975458725,-27.05412054120541
2020-01-23,Belgium,0,0,2996.285714285714,42.11053092404131,NA
2020-01-24,Belgium,0,0,2563,38.639189909397764,NA
